prot,role,srvip,mtu,len,ws,br,par,affin,srvnode,cltnode,t,Bandwidth
tcp,clt,192.168.60.185,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u05,mocr4pcc04u16,2,227.0
tcp,srv,192.168.60.185,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u05,mocr4pcc04u16,2,198.0
tcp,srv,192.168.60.185,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u05,mocr4pcc04u16,2,227.0
tcp,clt,192.168.60.185,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u05,mocr4pcc04u16,2,198.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u05,0,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u05,0,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u05,0,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u05,0,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u05,1,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u05,1,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u05,1,227.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u05,1,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u05,2,224.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u05,2,224.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u05,2,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u05,2,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u09,0,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u09,0,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u09,0,227.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u09,0,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u09,1,216.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u09,1,216.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u09,1,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u09,1,227.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u09,2,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u09,2,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u09,2,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u09,2,227.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u10,0,227.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u10,0,219.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u10,0,219.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u10,0,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u10,1,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u10,1,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u10,1,227.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u10,1,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u10,2,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u10,2,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u10,2,227.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u10,2,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u11,0,225.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u11,0,227.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u11,0,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u11,0,225.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u11,1,227.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u11,1,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u11,1,220.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u11,1,220.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u11,2,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u11,2,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u11,2,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u11,2,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u12,0,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u12,0,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u12,0,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u12,0,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u12,1,224.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u12,1,224.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u12,1,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u12,1,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u12,2,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u12,2,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u12,2,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u12,2,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u15,0,227.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u15,0,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u15,0,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u15,0,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u15,1,225.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u15,1,227.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u15,1,225.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u15,1,227.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u15,2,227.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u15,2,226.0
tcp,srv,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u15,2,227.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,128-255-384-511,mocr4pcc04u06,mocr4pcc04u15,2,226.0
tcp,clt,192.168.60.193,9000,128K,0,0,32,0-127-256-383,mocr4pcc04u06,mocr4pcc04u16,0,227.0
