Disabling dynamic polling
---------------------------------------------------------------------------------------
                    RDMA_Read Latency Test
 Dual-port       : OFF		Device         : mlx5_2
 Number of qps   : 1		Transport type : IB
 Connection type : RC		Using SRQ      : OFF
 PCIe relax order: ON		Lock-free      : OFF
 ibv_wr* API     : ON		Using DDP      : OFF
 TX depth        : 1
 Mtu             : 4096[B]
 Link type       : Ethernet
 GID index       : 3
 Outstand reads  : 16
 rdma_cm QPs	 : ON
 Data ex. method : rdma_cm 	TOS    : 41
---------------------------------------------------------------------------------------
 local address: LID 0000 QPN 0x01dc PSN 0xa4fd3c
 GID: 00:00:00:00:00:00:00:00:00:00:255:255:192:168:100:94
 remote address: LID 0000 QPN 0x021a PSN 0x3cef49
 GID: 00:00:00:00:00:00:00:00:00:00:255:255:192:168:100:92
---------------------------------------------------------------------------------------
 #bytes #iterations    t_min[usec]    t_max[usec]  t_typical[usec]    t_avg[usec]    t_stdev[usec]   99% percentile[usec]   99.9% percentile[usec] 
 2       1000          4.70           12.72        4.77     	       4.82        	0.35   		5.06    		12.72  
 4       1000          4.71           14.93        4.77     	       4.82        	0.34   		4.93    		14.93  
 8       1000          4.71           14.85        4.77     	       4.82        	0.41   		4.96    		14.85  
 16      1000          4.71           12.02        4.78     	       4.82        	0.27   		4.96    		12.02  
 32      1000          4.71           16.34        4.86     	       4.87        	0.38   		5.00    		16.34  
 64      1000          4.71           18.00        4.84     	       4.87        	0.31   		4.96    		18.00  
 128     1000          4.77           16.77        4.87     	       4.90        	0.55   		5.02    		16.77  
 256     1000          4.76           13.64        4.86     	       4.88        	0.28   		5.05    		13.64  
 512     1000          4.79           17.77        4.86     	       4.90        	0.41   		5.02    		17.77  
 1024    1000          4.86           13.78        4.92     	       4.96        	0.35   		5.11    		13.78  
 2048    1000          5.01           16.48        5.07     	       5.12        	0.54   		5.34    		16.48  
 4096    1000          5.29           13.47        5.35     	       5.39        	0.38   		5.74    		13.47  
 8192    1000          5.45           15.92        5.52     	       5.57        	0.40   		5.79    		15.92  
 16384   1000          6.34           28.56        6.44     	       6.55        	0.42   		6.84    		28.56  
 32768   1000          7.05           19.70        7.16     	       7.24        	0.34   		7.57    		19.70  
 65536   1000          8.21           15.97        8.35     	       8.39        	0.30   		8.76    		15.97  
 131072  1000          10.72          17.20        11.14    	       11.18       	0.34   		11.87   		17.20  
 262144  1000          15.59          35.38        15.72    	       15.84       	0.82   		20.87   		35.38  
 524288  1000          24.65          34.40        24.80    	       24.94       	0.76   		31.27   		34.40  
 1048576 1000          43.29          51.12        43.48    	       43.51       	0.15   		43.88   		51.12  
 2097152 1000          80.03          88.37        80.30    	       80.37       	0.30   		81.89   		88.37  
 4194304 1000          153.62         190.79       153.88   	       153.91      	0.32   		154.42  		190.79 
 8388608 1000          300.75         355.20       300.99   	       301.20      	1.79   		306.94  		355.20 
---------------------------------------------------------------------------------------
