Disabling dynamic polling
---------------------------------------------------------------------------------------
                    RDMA_Read Latency Test
 Dual-port       : OFF		Device         : mlx5_2
 Number of qps   : 1		Transport type : IB
 Connection type : RC		Using SRQ      : OFF
 PCIe relax order: ON		Lock-free      : OFF
 ibv_wr* API     : ON		Using DDP      : OFF
 TX depth        : 1
 Mtu             : 4096[B]
 Link type       : Ethernet
 GID index       : 3
 Outstand reads  : 16
 rdma_cm QPs	 : ON
 Data ex. method : rdma_cm 	TOS    : 41
---------------------------------------------------------------------------------------
 local address: LID 0000 QPN 0x0204 PSN 0x1bfaf8
 GID: 00:00:00:00:00:00:00:00:00:00:255:255:192:168:100:94
 remote address: LID 0000 QPN 0x0242 PSN 0xad151e
 GID: 00:00:00:00:00:00:00:00:00:00:255:255:192:168:100:92
---------------------------------------------------------------------------------------
 #bytes #iterations    t_min[usec]    t_max[usec]  t_typical[usec]    t_avg[usec]    t_stdev[usec]   99% percentile[usec]   99.9% percentile[usec] 
 2       1000          5.44           14.81        5.50     	       5.55        	0.46   		5.83    		14.81  
 4       1000          5.44           11.53        5.50     	       5.53        	0.24   		5.67    		11.53  
 8       1000          5.45           14.23        5.50     	       5.55        	0.42   		5.70    		14.23  
 16      1000          5.44           14.80        5.50     	       5.55        	0.42   		5.70    		14.80  
 32      1000          5.45           17.93        5.51     	       5.55        	0.49   		5.68    		17.93  
 64      1000          5.46           14.80        5.51     	       5.55        	0.36   		5.77    		14.80  
 128     1000          5.49           16.81        5.55     	       5.59        	0.36   		5.76    		16.81  
 256     1000          5.55           15.15        5.61     	       5.65        	0.43   		5.79    		15.15  
 512     1000          5.58           15.94        5.63     	       5.68        	0.36   		5.81    		15.94  
 1024    1000          5.71           16.64        5.84     	       5.87        	0.41   		6.00    		16.64  
 2048    1000          5.89           14.27        5.94     	       5.98        	0.34   		6.28    		14.27  
 4096    1000          6.33           14.61        6.39     	       6.44        	0.44   		6.67    		14.61  
 8192    1000          6.56           19.17        6.63     	       6.70        	0.55   		6.86    		19.17  
 16384   1000          7.92           19.76        8.03     	       8.08        	0.43   		8.78    		19.76  
 32768   1000          8.80           17.46        8.94     	       8.99        	0.42   		11.42   		17.46  
 65536   1000          10.72          21.59        10.91    	       10.96       	0.53   		13.62   		21.59  
 131072  1000          14.88          20.73        15.09    	       15.15       	0.40   		17.97   		20.73  
 262144  1000          21.44          26.88        21.69    	       21.77       	0.32   		23.97   		26.88  
 524288  1000          25.71          2173.88      25.96    	       33.62       	70.75  		135.13  		2173.88
 1048576 1000          44.54          2451.36      44.78    	       50.23       	33.51  		156.79  		2451.36
 2097152 1000          81.45          123.98       81.71    	       83.38       	5.43   		113.12  		123.98 
 4194304 1000          155.34         310.44       155.66   	       160.42      	22.86  		309.55  		310.44 
 8388608 1000          303.25         532.91       303.57   	       307.42      	24.72  		516.53  		532.91 
---------------------------------------------------------------------------------------
