Disabling dynamic polling
---------------------------------------------------------------------------------------
                    RDMA_Read Latency Test
 Dual-port       : OFF		Device         : mlx5_2
 Number of qps   : 1		Transport type : IB
 Connection type : RC		Using SRQ      : OFF
 PCIe relax order: ON		Lock-free      : OFF
 ibv_wr* API     : ON		Using DDP      : OFF
 TX depth        : 1
 Mtu             : 4096[B]
 Link type       : Ethernet
 GID index       : 3
 Outstand reads  : 16
 rdma_cm QPs	 : ON
 Data ex. method : rdma_cm 	TOS    : 41
---------------------------------------------------------------------------------------
 local address: LID 0000 QPN 0x0175 PSN 0xe70a7c
 GID: 00:00:00:00:00:00:00:00:00:00:255:255:192:168:100:94
 remote address: LID 0000 QPN 0x0175 PSN 0x4b5d3b
 GID: 00:00:00:00:00:00:00:00:00:00:255:255:192:168:100:92
---------------------------------------------------------------------------------------
 #bytes #iterations    t_min[usec]    t_max[usec]  t_typical[usec]    t_avg[usec]    t_stdev[usec]   99% percentile[usec]   99.9% percentile[usec] 
 2       1000          4.63           10.51        4.71     	       4.75        	0.22   		5.00    		10.51  
 4       1000          4.62           8.87         4.71     	       4.74        	0.14   		4.88    		8.87   
 8       1000          4.63           9.24         4.71     	       4.75        	0.10   		4.88    		9.24   
 16      1000          4.63           7.43         4.71     	       4.75        	0.05   		4.94    		7.43   
 32      1000          4.64           7.90         4.73     	       4.78        	0.05   		4.89    		7.90   
 64      1000          4.65           10.38        4.77     	       4.80        	0.07   		4.88    		10.38  
 128     1000          4.66           11.59        4.86     	       4.84        	0.17   		5.06    		11.59  
 256     1000          4.68           9.58         4.87     	       4.86        	0.15   		5.05    		9.58   
 512     1000          4.71           8.07         4.87     	       4.87        	0.11   		5.06    		8.07   
 1024    1000          4.78           7.17         4.87     	       4.87        	0.05   		4.99    		7.17   
 2048    1000          4.92           7.55         5.00     	       5.02        	0.04   		5.24    		7.55   
 4096    1000          5.41           11.82        5.49     	       5.53        	0.11   		5.71    		11.82  
 8192    1000          5.60           11.71        5.84     	       5.84        	0.14   		6.04    		11.71  
 16384   1000          6.62           12.59        6.82     	       6.83        	0.11   		6.95    		12.59  
 32768   1000          7.20           12.54        7.34     	       7.40        	0.21   		7.62    		12.54  
 65536   1000          8.48           13.76        8.61     	       8.62        	0.05   		8.77    		13.76  
 131072  1000          10.89          17.62        11.31    	       11.31       	0.15   		11.62   		17.62  
 262144  1000          15.97          21.27        16.12    	       16.15       	0.06   		16.40   		21.27  
 524288  1000          25.42          30.00        25.54    	       25.63       	0.34   		28.57   		30.00  
 1048576 1000          45.59          54.17        45.78    	       45.81       	0.27   		47.41   		54.17  
 2097152 1000          85.89          90.70        86.20    	       86.21       	0.13   		86.83   		90.70  
 4194304 1000          166.59         192.06       167.12   	       167.17      	0.48   		168.03  		192.06 
 8388608 1000          329.42         352.31       330.31   	       330.44      	0.93   		333.44  		352.31 
---------------------------------------------------------------------------------------
