Disabling dynamic polling
---------------------------------------------------------------------------------------
                    RDMA_Read Latency Test
 Dual-port       : OFF		Device         : mlx5_2
 Number of qps   : 1		Transport type : IB
 Connection type : RC		Using SRQ      : OFF
 PCIe relax order: ON		Lock-free      : OFF
 ibv_wr* API     : ON		Using DDP      : OFF
 TX depth        : 1
 Mtu             : 4096[B]
 Link type       : Ethernet
 GID index       : 3
 Outstand reads  : 16
 rdma_cm QPs	 : ON
 Data ex. method : rdma_cm 	TOS    : 41
---------------------------------------------------------------------------------------
 local address: LID 0000 QPN 0x014d PSN 0xadf7e6
 GID: 00:00:00:00:00:00:00:00:00:00:255:255:192:168:100:94
 remote address: LID 0000 QPN 0x014d PSN 0xadf7e6
 GID: 00:00:00:00:00:00:00:00:00:00:255:255:192:168:100:92
---------------------------------------------------------------------------------------
 #bytes #iterations    t_min[usec]    t_max[usec]  t_typical[usec]    t_avg[usec]    t_stdev[usec]   99% percentile[usec]   99.9% percentile[usec] 
 2       1000          4.58           9.53         4.66     	       4.69        	0.21   		4.89    		9.53   
 4       1000          4.58           7.45         4.66     	       4.68        	0.07   		4.85    		7.45   
 8       1000          4.59           11.26        4.66     	       4.69        	0.21   		4.86    		11.26  
 16      1000          4.58           9.11         4.66     	       4.69        	0.07   		4.88    		9.11   
 32      1000          4.59           7.84         4.66     	       4.68        	0.08   		4.85    		7.84   
 64      1000          4.60           12.47        4.68     	       4.71        	0.12   		4.88    		12.47  
 128     1000          4.62           10.76        4.69     	       4.71        	0.00   		4.88    		10.76  
 256     1000          4.64           8.24         4.76     	       4.80        	0.10   		4.89    		8.24   
 512     1000          4.67           6.91         4.87     	       4.87        	0.04   		4.90    		6.91   
 1024    1000          4.73           11.03        4.87     	       4.88        	0.11   		4.94    		11.03  
 2048    1000          4.88           7.19         4.95     	       4.97        	0.04   		5.13    		7.19   
 4096    1000          5.18           8.10         5.25     	       5.26        	0.03   		5.41    		8.10   
 8192    1000          5.44           7.37         5.50     	       5.52        	0.04   		5.65    		7.37   
 16384   1000          6.27           11.58        6.39     	       6.44        	0.21   		6.68    		11.58  
 32768   1000          7.01           8.60         7.10     	       7.14        	0.00   		7.36    		8.60   
 65536   1000          8.18           11.71        8.27     	       8.28        	0.07   		8.39    		11.71  
 131072  1000          10.70          15.73        11.07    	       11.09       	0.18   		11.24   		15.73  
 262144  1000          15.56          19.70        15.66    	       15.69       	0.10   		15.98   		19.70  
 524288  1000          25.78          27.17        25.99    	       25.99       	0.00   		26.16   		27.17  
 1048576 1000          45.53          49.94        45.77    	       45.79       	0.20   		45.99   		49.94  
 2097152 1000          85.39          102.42       85.71    	       85.72       	0.27   		85.95   		102.42 
 4194304 1000          165.60         190.61       166.14   	       166.46      	0.86   		171.39  		190.61 
 8388608 1000          325.82         350.96       326.36   	       326.54      	1.30   		331.52  		350.96 
---------------------------------------------------------------------------------------
