Disabling dynamic polling
---------------------------------------------------------------------------------------
                    RDMA_Read Latency Test
 Dual-port       : OFF		Device         : mlx5_2
 Number of qps   : 1		Transport type : IB
 Connection type : RC		Using SRQ      : OFF
 PCIe relax order: ON		Lock-free      : OFF
 ibv_wr* API     : ON		Using DDP      : OFF
 TX depth        : 1
 Mtu             : 4096[B]
 Link type       : Ethernet
 GID index       : 3
 Outstand reads  : 16
 rdma_cm QPs	 : ON
 Data ex. method : rdma_cm 	TOS    : 41
---------------------------------------------------------------------------------------
 local address: LID 0000 QPN 0x017f PSN 0x73f522
 GID: 00:00:00:00:00:00:00:00:00:00:255:255:192:168:100:94
 remote address: LID 0000 QPN 0x017e PSN 0xf18708
 GID: 00:00:00:00:00:00:00:00:00:00:255:255:192:168:100:92
---------------------------------------------------------------------------------------
 #bytes #iterations    t_min[usec]    t_max[usec]  t_typical[usec]    t_avg[usec]    t_stdev[usec]   99% percentile[usec]   99.9% percentile[usec] 
 2       1000          4.99           19.55        5.06     	       5.11        	0.56   		5.37    		19.55  
 4       1000          4.99           21.25        5.06     	       5.10        	0.48   		5.22    		21.25  
 8       1000          4.99           14.50        5.06     	       5.10        	0.42   		5.52    		14.50  
 16      1000          4.97           13.59        5.06     	       5.09        	0.31   		5.19    		13.59  
 32      1000          4.98           14.98        5.06     	       5.11        	0.45   		5.23    		14.98  
 64      1000          5.00           12.38        5.08     	       5.11        	0.24   		5.27    		12.38  
 128     1000          5.03           19.18        5.10     	       5.14        	0.16   		5.26    		19.18  
 256     1000          5.06           15.49        5.14     	       5.18        	0.37   		5.36    		15.49  
 512     1000          5.53           16.06        5.61     	       5.66        	0.47   		6.48    		16.06  
 1024    1000          5.60           14.23        5.71     	       5.74        	0.20   		6.13    		14.23  
 2048    1000          5.77           14.93        5.86     	       5.90        	0.41   		6.55    		14.93  
 4096    1000          6.14           14.59        6.23     	       6.27        	0.33   		7.03    		14.59  
 8192    1000          6.49           11.92        6.59     	       6.61        	0.20   		7.31    		11.92  
 16384   1000          7.83           17.92        7.94     	       7.98        	0.34   		8.70    		17.92  
 32768   1000          8.39           16.43        8.63     	       8.65        	0.36   		9.45    		16.43  
 65536   1000          9.57           18.07        9.74     	       9.79        	0.47   		11.73   		18.07  
 131072  1000          11.90          21.43        12.04    	       12.06       	0.32   		12.36   		21.43  
 262144  1000          17.34          25.89        17.55    	       17.55       	0.08   		18.24   		25.89  
 524288  1000          26.72          33.22        27.07    	       27.12       	0.22   		27.46   		33.22  
 1048576 1000          46.98          104.87       47.28    	       47.46       	1.77   		51.09   		104.87 
 2097152 1000          88.06          128.84       88.39    	       88.59       	1.53   		92.84   		128.84 
 4194304 1000          170.75         212.95       171.19   	       171.42      	1.64   		176.88  		212.95 
 8388608 1000          335.62         379.15       336.11   	       336.58      	3.05   		354.62  		379.15 
---------------------------------------------------------------------------------------
