Disabling dynamic polling
---------------------------------------------------------------------------------------
                    RDMA_Read Latency Test
 Dual-port       : OFF		Device         : mlx5_2
 Number of qps   : 1		Transport type : IB
 Connection type : RC		Using SRQ      : OFF
 PCIe relax order: ON		Lock-free      : OFF
 ibv_wr* API     : ON		Using DDP      : OFF
 TX depth        : 1
 Mtu             : 4096[B]
 Link type       : Ethernet
 GID index       : 3
 Outstand reads  : 16
 rdma_cm QPs	 : ON
 Data ex. method : rdma_cm 	TOS    : 41
---------------------------------------------------------------------------------------
 local address: LID 0000 QPN 0x01cf PSN 0x6a4aa6
 GID: 00:00:00:00:00:00:00:00:00:00:255:255:192:168:100:94
 remote address: LID 0000 QPN 0x01ce PSN 0x73617c
 GID: 00:00:00:00:00:00:00:00:00:00:255:255:192:168:100:92
---------------------------------------------------------------------------------------
 #bytes #iterations    t_min[usec]    t_max[usec]  t_typical[usec]    t_avg[usec]    t_stdev[usec]   99% percentile[usec]   99.9% percentile[usec] 
 2       1000          4.97           21.61        5.06     	       5.10        	0.43   		5.32    		21.61  
 4       1000          4.97           12.22        5.06     	       5.09        	0.34   		5.33    		12.22  
 8       1000          4.98           13.79        5.06     	       5.09        	0.32   		5.35    		13.79  
 16      1000          4.98           17.99        5.06     	       5.09        	0.45   		5.21    		17.99  
 32      1000          4.97           13.65        5.06     	       5.09        	0.32   		5.24    		13.65  
 64      1000          5.00           14.31        5.08     	       5.11        	0.29   		5.27    		14.31  
 128     1000          5.01           13.89        5.09     	       5.13        	0.32   		5.31    		13.89  
 256     1000          5.05           14.33        5.13     	       5.16        	0.23   		5.33    		14.33  
 512     1000          5.08           17.32        5.16     	       5.24        	0.62   		5.57    		17.32  
 1024    1000          5.17           12.21        5.25     	       5.29        	0.29   		5.47    		12.21  
 2048    1000          5.32           12.50        5.41     	       5.45        	0.27   		5.59    		12.50  
 4096    1000          5.69           13.92        5.79     	       5.83        	0.34   		5.94    		13.92  
 8192    1000          5.94           13.35        6.03     	       6.07        	0.38   		6.22    		13.35  
 16384   1000          7.21           17.00        7.30     	       7.33        	0.21   		7.68    		17.00  
 32768   1000          7.94           22.47        8.12     	       8.16        	0.41   		8.48    		22.47  
 65536   1000          9.20           13.73        9.33     	       9.35        	0.17   		9.89    		13.73  
 131072  1000          11.50          21.30        11.67    	       11.72       	0.51   		12.41   		21.30  
 262144  1000          17.02          27.63        17.18    	       17.23       	0.31   		18.49   		27.63  
 524288  1000          25.65          74.95        25.83    	       26.04       	1.43   		29.03   		74.95  
 1048576 1000          46.07          91.07        46.35    	       46.64       	1.66   		54.35   		91.07  
 2097152 1000          87.03          100.84       87.53    	       87.65       	0.64   		90.46   		100.84 
 4194304 1000          169.03         209.05       169.55   	       169.84      	1.42   		175.34  		209.05 
 8388608 1000          334.40         377.91       335.08   	       335.53      	2.99   		351.23  		377.91 
---------------------------------------------------------------------------------------
